id	filename	md5	size	state
4c43addc-9953-4f22-b5b8-c3f9b0346ff2	TCGA-FG-A6IZ-01Z-00-DX1.4E27D4BA-5E6C-4E51-97F4-5EE6148A4F29.svs	9b5037d7fbdc7f0e48dd04dea1ed426d	529722187	released
01951b16-9d8a-4799-90e3-91d88e3ba129	TCGA-HT-7473-01Z-00-DX4.AE71EAC1-5B64-4EFC-9EE2-C3F3256F0455.svs	ec7752dbaa91aac88fddf61637232c66	1447841753	released
d39a8f16-8b9b-4834-8eaf-9ab0fbf4fc7c	TCGA-DH-5143-01Z-00-DX1.DD05DCF6-FF16-47A3-B3EF-FCB89F6C8566.svs	e9b98c21833c3e54dd7bf4c4ec4da18a	1176342341	released
4cc4455b-5887-45cc-a2a5-3a80a7d95ff6	TCGA-FG-8186-01Z-00-DX1.61031186-ca17-4c25-b7e8-b9a3f99a8242.svs	3ed4d7dc83ce53cdcb6f57ce552787dc	2541409693	released
f49ddb4b-47e0-4ea0-914a-9066af8c6649	TCGA-FG-A4MW-01Z-00-DX2.2A441E68-6A73-47F7-A3C8-C5656F9CC658.svs	f28e9159b025767074a3a54c68652b49	806928555	released
69d182be-18c2-42b5-b0b2-d6a5f6084f34	TCGA-DU-A5TS-01Z-00-DX1.FD62A1B8-0B55-4441-B650-9A8C7AEC8859.svs	b6078f51d978e817e53eaba11d36f77f	100220941	released
d07d3ec3-e790-4a37-8b4d-2db7b51d3c64	TCGA-S9-A6UB-01Z-00-DX1.5F32F6A9-6030-449C-B049-B377B6ACE470.svs	c0f34c25fc2e5b64450cd819a6c6921d	1817392661	released
a16719c9-9d65-4ed7-b864-be846b2a5515	TCGA-DU-5871-01Z-00-DX1.50906dc0-cc83-473a-ac50-17d9f6ee1bc3.svs	16684470a7bf137497d88f2bbe57ccb2	223581015	released
394e1dfe-84bb-405d-8a55-d9efd862c222	TCGA-DB-A64W-01Z-00-DX1.25848BE9-A940-4827-88AA-555527EB81AA.svs	0dbb0e5e7d983b8d1da26399a073ceae	1026804472	released
1be9c6ff-9eea-4f2f-9c1f-7fcaea022c38	TCGA-DU-6404-01Z-00-DX1.93c15688-f5b2-40bc-85eb-ff2661e16d4e.svs	7d14ee7b318df6aeb4789e255a526ac0	268638821	released
a297b527-8775-40d4-8478-3eaee0c0b023	TCGA-HT-A5RA-01Z-00-DX1.F5DA3E78-30A6-41C5-9B50-410E795EF591.svs	637e66ce05e0227951579994e856a970	1045829717	released
9d818c0d-32de-41a7-801c-c4d64b3e0376	TCGA-HT-A617-01Z-00-DX1.5865A8D2-3251-4D1C-B093-334C65ACC7A5.svs	ddab7741782336654f4f93ed5ee61b95	1975016537	released
35b75e2b-2541-4185-a475-f9c63f05a205	TCGA-HT-A5R9-01Z-00-DX1.B3EA778F-A070-4DFA-B07C-8C18B948C7F1.svs	857e67bd3e99f3a2665075ae4209c5bd	934679317	released
3d106952-d62d-437c-bfa7-1844c486649c	TCGA-HT-7601-01Z-00-DX1.F53B99B0-5123-41C1-9AB0-A0A786D6727F.svs	90c8165110b70e4b290eae2a2ab0363b	1483929909	released
acedae65-0e11-4188-8d8e-a821914c0489	TCGA-DU-6397-01Z-00-DX1.82694102-b70e-4919-bd88-644692606d52.svs	8ae3e573f766237af7054a1fcef2c243	162093907	released
05de4495-9184-47d4-b41b-1f71dbf1b054	TCGA-QH-A65Z-01Z-00-DX1.33A27DCF-3B96-468B-AF2C-6F394EFA44EF.svs	f88c854bb49c6527593aabcdea7d31ea	1584306557	released
a597f9ff-9b9b-4634-a181-697167e8c476	TCGA-HT-7877-01Z-00-DX4.024CAAF1-188E-4F2E-AAA7-E354B89478D9.svs	3210c960561a89dab6aac8de6da32a7f	1511383089	released
75a2e0a2-b856-49dd-bf51-dba160f7d9a9	TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4.svs	423e4232c493e80fa790d2443d4e0897	483828956	released
de1d62ed-921e-48a1-bdb0-ee99a0f9ea77	TCGA-S9-A6UA-01Z-00-DX1.99AB8786-858B-46A0-94BA-C5AA1CD5351B.svs	3982199bb0006546f9229b4ae9a05c24	113555231	released
96f0ef47-b275-4eb6-9628-80b99a0cea41	TCGA-S9-A89V-01Z-00-DX1.63E6101E-4FBC-4843-BFFD-343C3F111844.svs	2beb03adbf844792adf78aa4b6a4e6d9	550253613	released
3f236430-3963-4791-bf08-58cf42d0462d	TCGA-TM-A84B-01Z-00-DX1.8736E13D-D47F-462E-BD06-61767245C2F5.svs	e5b18ce65a4fdd441981d225c219b579	1056001325	released
84448095-cdd4-43e8-bd1c-8340665f1d51	TCGA-DU-A76O-01Z-00-DX1.79424261-499C-4D61-9C74-3A35E1557501.svs	7d034c7548673adc01d3637520276729	95409099	released
2aca066c-bdda-4bc4-b824-0687667c5c4c	TCGA-DU-A7TA-01Z-00-DX1.C0013D54-C292-4060-99F6-A6AB4E54FAA5.svs	995dede41b7083244edf65180f76bbb0	80213219	released
bc8269a9-fdbf-4c73-8ee8-6704e55f6944	TCGA-FG-A710-01Z-00-DX1.78193C8E-38BE-48FC-A64E-D1935F42069C.svs	4b619f474c36a4c7fc6d12a2a7475a51	491828669	released
1c2d056e-a05c-41a2-b161-834e8d6ce0b8	TCGA-HT-7467-01Z-00-DX2.469E8B4F-96A2-4FDB-8397-E585D8AFCB3E.svs	622deafafdb1f3bf31d8016fe74366a3	1136938391	released
c8a599ca-9a7f-40f1-87d5-43bff7af506d	TCGA-S9-A6WM-01Z-00-DX1.5D18F7F7-C5C8-465B-8B7D-FAC68C43C6F5.svs	b1fcc72411a72cfe62b021c21380d243	1297380377	released
1cbcaddd-1ba2-4841-8fc3-038022943bce	TCGA-TQ-A7RF-01Z-00-DX1.0243E73B-9B79-46C0-BA92-E8BA46E56036.svs	893272169c86cd91a46f61b7112f8375	1732305059	released
7b339fee-c4f4-4ce4-b26c-a2042a1e5a30	TCGA-TQ-A7RW-01Z-00-DX1.05F422AA-ED7B-4D53-9B32-2B7CEFB85021.svs	3aac1b7bda045316f0179839137ef729	1502482901	released
2752c7f7-bf59-4e76-b1fd-dfb5d7f78496	TCGA-DU-8164-01Z-00-DX1.7a39faea-a8f4-4da9-a3e9-b899192445c8.svs	02f354672faa552527eedba41272d776	73217643	released
69730cc5-e181-4d70-8427-289e32f629d2	TCGA-FG-A4MY-01Z-00-DX1.EB81EFA3-9B05-4480-8570-8D16B923D655.svs	f1fa755443586d46e36e0a834cd011e7	397763029	released
f386304e-c77b-4fc7-9edd-2b44cf44e962	TCGA-HT-7681-01Z-00-DX4.E3A1EB6E-5F17-4D87-B4A6-4E5C4F049BD7.svs	f805aba7dad22dcb57177129a6dcb93f	698369933	released
577ecd37-8412-4eb7-af04-cd353b0d1669	TCGA-RY-A847-01Z-00-DX1.E137897D-0B07-401B-A106-BFF78C14F5D4.svs	2793bd4aa95a115a9f0b075fa7ff9057	126477591	released
702ae26b-6983-47db-98c0-dd3ae475227f	TCGA-FG-A4MT-02Z-00-DX3.1EB377EB-35FD-420F-9CD9-4A9E4B75EB53.svs	a84c39ed227b6dbc340d2e4d5bee35ac	2313117236	released
e164199f-2561-463d-b14b-1cd78c86b0cc	TCGA-HT-A74H-01Z-00-DX1.07757B94-980F-4F0C-95DE-A99DEA555617.svs	280ec7d3028e38d07c1371849eac71ca	966746119	released
3cfa6d3d-21ed-4bfb-8ddc-2bf89a6752b6	TCGA-QH-A6CW-01Z-00-DX1.08892E79-CE6E-41BA-9070-740335844F2C.svs	74e07e02d0b8713e01800cd4f1f45f5d	1264609467	released
e748c0eb-0097-4996-a860-71940c3c19ba	TCGA-HT-7860-01Z-00-DX1.2FF9CBDD-7FEE-4A41-9BE4-AF86B376FCA0.svs	2d20b236a4e16bc2002902c3e008aac4	1320037323	released
0b15d8b6-20f6-415c-899a-9475fe4f11c8	TCGA-DU-5870-01Z-00-DX1.11f12fa4-b243-4e7a-885a-43f6ca71f024.svs	ea99c03087ad99d492f8795ddcd3a899	105015423	released
6eb65f2c-90aa-47a8-8525-f91b0801827e	TCGA-HT-7690-01Z-00-DX2.70B38C74-164C-466F-BE38-983466C22733.svs	e891a28705895c6513005b9ef472407c	1034726789	released
50a0fcf3-854f-4589-a0a6-f862a878b533	TCGA-DU-7015-01Z-00-DX1.E604489D-E82C-4129-9CDC-16AD1D33B3F2.svs	d11dd8cab487fa802922847e5c1d578a	202119146	released
99e1f415-efc6-4341-aad9-9a0d2814c64f	TCGA-TM-A84H-01Z-00-DX1.C6DA6654-F23A-47CD-A59E-8F89A7B714B0.svs	fdd3ad189d1711ba96fd64d874bba584	844220227	released
c3ff2b2e-0f34-42b1-8fbc-273f2977624b	TCGA-DU-7012-01Z-00-DX1.3D0ACB4F-8CBB-47F9-B015-0AFF70928A62.svs	165e64b7a68b52b68b0f1156f2990da9	222251918	released
cc1f9aac-0a93-4fcd-a694-df7908c6ecb8	TCGA-P5-A77W-01Z-00-DX1.ECD22A66-99DC-4E3D-8006-30F16E6F8241.svs	391a7595a185c6eb3d9e1ab878dea620	1456984213	released
8228768b-794b-4245-a632-a676c8a116f3	TCGA-DU-5849-01Z-00-DX1.e7b1aee3-be94-4472-a7b1-313b7dc8986b.svs	47a28119140a3459db7f624a1924d920	439204297	released
3a57e0c7-70fe-44df-8f31-9dac4ec37302	TCGA-DH-A66D-01Z-00-DX1.95468350-314C-40AF-B409-14E3DE8B2AF8.svs	c51867dc3f190f0275ae2888b29b6e8b	2010300013	released
5a722348-ac27-40e8-a080-0656e5444604	TCGA-DU-7018-01Z-00-DX1.75C2DA95-5661-4CC4-BF42-CF30137CEA9F.svs	d20d4d9ba7e5517de2659648d25ec90f	103276870	released
534007d7-cc8c-435d-903b-69db65df22f9	TCGA-DH-5142-01Z-00-DX1.3C7EAF01-4DC5-4FBE-849D-17DD3A6B5D8D.svs	4898bf26d37e27d453deead86a312ca9	1622890445	released
5e575854-2141-4f46-927e-062784c473d1	TCGA-DB-A4XB-01Z-00-DX1.FBF60AEC-EF2E-4771-A46C-7ABF60C99D9C.svs	bc0028f333796b81b2cfb9d5f82a1a6e	1876968160	released
5ecd3b6e-c0b6-41dc-908f-48e7e38ee71e	TCGA-HT-7470-01Z-00-DX6.FCC6D7FE-FE43-4909-9505-6E90580A8F26.svs	12bda3318d29f01796e6399f008e9487	1443319057	released
c0448c2d-44c5-4e75-a429-af976f813299	TCGA-CS-4941-01Z-00-DX1.56ac541d-9b1a-477b-af9c-0cc2cf7ff8d2.svs	2107141197e7d1b5d988c1b30e5ff729	40957765	released
f84f1386-6861-4aa6-8ca4-8c54e1e2cc00	TCGA-E1-A7YU-01Z-00-DX1.DEA6CA8D-FF4F-4663-88D9-8D43E2443450.svs	6f7bed1bffb77520f461e8205a3180db	2685812640	released
bf0f0131-6d9f-4b77-a199-eda01f20a4cb	TCGA-DU-6392-01Z-00-DX1.f44c08a3-d488-483d-b760-f23b0160f832.svs	15b33bdc63496472aa83c7d35a24b3a6	154439775	released
b5cc5b24-ea66-4e61-beec-61332e953b09	TCGA-VM-A8CA-01Z-00-DX6.07221643-D7F3-4E38-9A63-C7B3B46E570B.svs	f71ccdc43d853e32dd48b13a3e0997ac	1844985905	released
da8a24c3-6f48-49ae-a099-b0c37441f07d	TCGA-QH-A6CX-01Z-00-DX1.EBB9DC1A-C774-48BF-942F-89837EE940DE.svs	2360ee5d21294ac7d965f45012cb0aa2	1750143603	released
d984ec31-d585-4bda-bffb-6b83f2091afb	TCGA-HT-A61B-01Z-00-DX1.4D520756-D42C-480F-B13A-E2D6B4421668.svs	aa493c023bfe0a8d4cc5ecc5f2af86e8	908895479	released
332f9259-3864-4004-a2cc-7003225f49f1	TCGA-S9-A6WL-01Z-00-DX1.2AB33E11-47B6-4382-8EE3-181D97C2241E.svs	40993f69859ce4d6ae3705852c17092c	714901707	released
2b88875a-b402-448f-a6f8-a1ee2e39ce53	TCGA-DB-5277-01Z-00-DX2.F1B46E37-AC7F-4805-9606-468744147AF8.svs	b9ab6cbf21e964127b3d62db4c420244	1744230288	released
ccbe0796-799b-4ea6-b0de-e7e230180923	TCGA-P5-A733-01Z-00-DX1.CFA0E05F-AE51-4011-A099-3E58BB7CF592.svs	15c280a5d6b172a6b8b9cb04c153d89f	1036611381	released
9c3b38ac-e7a2-4e83-a160-bcf951b5e67f	TCGA-QH-A6X8-01Z-00-DX1.9FB9444F-980D-4C73-8241-11D44C61CCE6.svs	35683ee352072f36946654004beb1946	1744662477	released
844da204-79f6-4225-8b94-afeee971fd1a	TCGA-HT-A616-01Z-00-DX1.5B0373D5-0979-4C1B-B9CA-08DFDCC9057B.svs	c72254a4f43b40647339fdd4dc446866	575707505	released
68b1f3b9-fc8c-47b0-9931-b922e1771b1f	TCGA-DB-A64L-01Z-00-DX1.95A7A10B-D31F-4A8E-B847-2F43F9DC1C46.svs	34b97dbd1b3023abf4c03bff4f375fe4	1707376114	released
548b4ee0-c03e-423b-9686-c642c0df0ae2	TCGA-FG-6688-01Z-00-DX1.8f282d89-9838-4295-8c58-9ee29d915b07.svs	c5e39336af0a27ff91e06d3e26bb4974	916645055	released
48ca58ba-fc79-4701-b3e1-bd71757838e8	TCGA-S9-A6TY-01Z-00-DX1.C4A9E841-C3F4-4752-93E8-6478B7B88E60.svs	d2831784c035a6100141ceef428b3896	1594133407	released
607145ce-b1aa-4d8e-9890-633465259d68	TCGA-TQ-A7RJ-01Z-00-DX1.8BE260A2-A7DB-4CA7-8B86-33BABEFE017B.svs	6f39c8696c84f2f99b22bda20c04b406	2038290043	released
3b1403a0-25d6-43ba-a750-bc9279e33666	TCGA-DU-7290-01Z-00-DX1.6C7C6F04-43D1-43B4-A68D-677E25AD5627.svs	23cc12a15d26400dab901e785e20e48d	270230884	released
0f6e36d4-4dca-4a3f-9e7a-4c1fb7b8b89b	TCGA-TQ-A7RV-01Z-00-DX1.709E828D-44C3-43D6-9381-187FC28E93D0.svs	c5b943b66cad142b90b4830602ba56e5	2408126263	released
8c68a1f6-e43d-4bd1-80c3-262312bf1e71	TCGA-DU-A7TD-01Z-00-DX1.CDC41902-3673-4FDA-B4A5-4A453CF1362C.svs	93342df978ecf3e32e3eadf5fda61a3a	107499265	released
38b6cc97-4f90-49c9-a12d-17cfb7f25074	TCGA-FG-6691-01Z-00-DX1.d5e614cf-985b-4ca1-9ded-4ff57e938df1.svs	128eaa84a23417138807bc271241157a	787798511	released
c552411b-4ac4-4fc5-b9c7-f596c49e9265	TCGA-QH-A6CY-01Z-00-DX1.1CB3CC89-98CA-4865-8203-E7713A412E30.svs	f93e05cf3e9081c628766c0192f23af8	1822771951	released
a58376f2-8a8e-4977-a9d2-b80564f8f271	TCGA-HT-A615-01Z-00-DX1.454CE5AA-213B-4479-B6B9-4CEAB6EC951A.svs	b6353eaf7e016cd84ad249ec556a8ea8	971204253	released
e9e8f59f-f5f6-45c1-b294-abb69af0d955	TCGA-HT-8013-01Z-00-DX1.2C2597D7-8F5C-406B-97C1-0EFD907B4FA5.svs	bb7684f1f4960fa23ae5623f10952c4e	1592398513	released
27465606-fe93-4371-9d40-7fd643594d81	TCGA-CS-5393-01Z-00-DX1.29061bf4-af6c-445c-a5ca-86d99e81545d.svs	1fd0a6dd8bf6687122660bdbbd1db6bc	457265093	released
f6e08dfe-c7bc-4016-93a6-e259091debe1	TCGA-FG-7637-01Z-00-DX1.29BC8289-EC8E-4182-A235-C7AC5DAC9A0E.svs	15ebd5a2642982f0eef2a10d77179991	1096878553	released
10d69768-9422-4a8d-9376-ce40407735a6	TCGA-HT-7468-01Z-00-DX2.F7D1413E-AA30-4C8E-8A1B-F258E25A649B.svs	38eadf6fe94c5ed0d708d2ddb2d43e7f	1077555917	released
855e5eb6-1f38-468b-b649-5a056be9d553	TCGA-S9-A6TW-01Z-00-DX1.A217F3C6-1408-490D-B4C2-4258244755A6.svs	4e15d7f1312fa5e603f956bee2507a55	1895479201	released
b6e2050f-d8f9-4e5e-b466-290b0da8533c	TCGA-HT-A61A-01Z-00-DX1.1E02526B-2D50-482D-B4A8-F326E9CE3F55.svs	3aef48f19b7b1bbcec13c5946493ccee	1111165827	released
6c6403e4-f3f9-4020-8ac1-bb557c593b06	TCGA-DU-7302-01Z-00-DX1.DF58DDC5-A6B1-4DE2-A048-A800099F8876.svs	f23e533960b792bfca6df52fb4cbd74f	190211900	released
96dd1a74-12b3-4de9-a7ac-8a9a4350d77e	TCGA-HT-8564-01Z-00-DX1.A5F810F9-49DF-41B5-86A4-73F630E3B517.svs	0d0e833f257d2b8f8da573b53e54d60b	806758233	released
0d9efe2c-13d9-4604-846f-acfc751437b0	TCGA-WY-A85C-01Z-00-DX1.E0A6429A-91B3-4FFE-9FF9-28D956864D24.svs	643b999cd728b8f56cdcfb47e86456ac	58329567	released
87bfff61-c81d-4848-b5c8-a71dff968c14	TCGA-S9-A7IS-01Z-00-DX1.193F4631-20AE-4001-93B0-4020821F524C.svs	702c5b4955d3c98ea5bdaf01abf7ee76	937349981	released
e31e0e90-9462-4517-8554-264f1de7466f	TCGA-HT-8107-01Z-00-DX1.7AA96D1B-FFA4-458B-9D4A-55166FD6E4C4.svs	db570802504e2cc9676a36cb714fa207	673035495	released
24bf891a-10be-4bd3-bca9-23691f376078	TCGA-E1-A7YE-01Z-00-DX1.5F30A757-235B-47FB-9388-CD4608DA06B3.svs	e5a848da0797563067238ec607789b8f	1688554558	released
1c316381-3636-4fc5-8369-4c4c1ea0cd95	TCGA-FG-8185-01Z-00-DX1.99b9779e-d967-47c6-836c-8b71a335b9a0.svs	6f61f54711fdec767d6262d23824afdf	2462261783	released
16b4dc67-0e17-4c1c-86f4-bd194fed88b0	TCGA-FG-5962-01Z-00-DX1.3df4ee8a-9be3-482e-a0d6-4e4d9c3c9f54.svs	9b07b286c238971ff630960bec1bbf19	818571807	released
f15b438b-c309-423c-93c8-2a06b3f1a5a1	TCGA-DU-7300-01Z-00-DX1.296EE79F-D449-4D0A-AF26-9D7F807BAE24.svs	a48c64d848934a0667f3d1c69db9000c	812660640	released
399c6a5a-ad0d-4cab-9d7e-130d8622fbdb	TCGA-FG-8187-01Z-00-DX2.e9ba4a17-f5b7-4786-b4f3-29e0d79b5985.svs	71846014b57de35242f7e6f9fc8ca716	902050859	released
50e6f7a8-ec03-4473-b271-d819e703a6ad	TCGA-HT-A619-01Z-00-DX1.15587DED-9F06-4295-A772-BAA51D7A2B9A.svs	221a6ed8db987249f2c6645ffdbb7210	998425919	released
0a855250-6575-487c-bd80-262aa806a12e	TCGA-CS-6668-01Z-00-DX1.D6E80501-5B34-499A-9899-8167575DBBDB.svs	7e3e9ec7f27bb10b94886b9522749960	120652775	released
e8b9a1be-7663-418f-a0e9-6424f6c5a823	TCGA-FG-5963-01Z-00-DX1.7bcacb10-cec1-4397-9c3a-bf08cab7d63d.svs	60ec5a813031fa522c8f70c2a82e487a	963690201	released
beb33388-5bb8-46dd-99d1-abd1cf401034	TCGA-QH-A6XC-01Z-00-DX1.EE39646B-3F7A-4D87-9237-1ED594C8D427.svs	82f74d8005965aefd8c6ca7344b93941	553182269	released
bbe4c5d7-fdfd-46de-8646-a2e9739c93ea	TCGA-FG-8182-01Z-00-DX1.287825ff-7486-455b-b3d7-90200806ae87.svs	bbfe4a6d8abb3c4d19eb7a5f54e0f4a3	609428609	released
4bd4fadc-22d1-4d35-93f9-50f60f53765a	TCGA-TM-A84I-01Z-00-DX1.755573F1-0378-4E95-A755-CD8AB79ABEC1.svs	3c7021326d1849852f1f1ba236ff2313	452633173	released
142dd839-fcd1-4467-92cb-f6116602eea2	TCGA-HT-A74O-01Z-00-DX1.C16EB67A-110A-4336-AC84-A1A677A41244.svs	556d955d9162d55683c3e5db91d7f196	1008546325	released
d65a10e8-2a98-46d3-a8b6-e0e8c587bbf1	TCGA-P5-A77X-01Z-00-DX1.22398640-6ACD-4226-B301-E01AED3D38C1.svs	31840160b73e183414bb7ad90ef389c8	1337852939	released
35bd5153-a909-45c7-a20b-3e5cf68b51be	TCGA-FG-5965-01Z-00-DX1.f317c968-bc3d-47dc-b608-41cb98b6608e.svs	6e9022cf91d4fc104faf17183bd9f4da	967599853	released
aa628c8b-b0b1-483c-82e5-897f075addd5	TCGA-DU-A5TP-01Z-00-DX1.93C7592D-91A7-4A89-96A8-190654A36BA9.svs	4314bdd830b73954dfc8095bb0e224d2	109102637	released
be492542-1256-437c-bee3-909408a4c39d	TCGA-DH-A66B-01Z-00-DX1.8669A577-0481-4C15-B4CB-0266E154DEFD.svs	32b7178fe57fe36e615abe6cc031ee68	1300303345	released
a65cf965-0bea-4257-99ed-f7e674bd44b9	TCGA-E1-A7YD-01Z-00-DX1.4CE57729-1398-4228-A531-25B112EC73F4.svs	7f6557b46001d443d229cf062f62c4a2	2754481276	released
e77b5bc1-6eb1-45ee-a5e7-940756d2cc78	TCGA-S9-A89Z-01Z-00-DX1.F6DA547D-D35C-4D55-B5AA-AB4F33B2789F.svs	d0a45cb717b462c8409cffd47d059336	567795033	released
313fe313-9081-4e75-9d57-0ac4e43cf7da	TCGA-HT-8109-01Z-00-DX1.61B043DE-83D6-4EBA-B93F-8A9F1389717F.svs	e8eda52f2c2338bebec0c2c1b9c3397b	1214203175	released
f9d0203f-6b97-499a-8429-6c2f88aed6f9	TCGA-FG-6690-01Z-00-DX1.69e8e3dd-91a5-442c-b0c9-8da45828b2c5.svs	56c4a9f29aaf3c586c8c654431f5a144	377692487	released
fc0bea2d-902e-4736-8472-730036043c51	TCGA-HT-8018-01Z-00-DX1.1C1BBFD4-8C4A-4A6F-8D64-70A4F41814AF.svs	5fd91c4b640671d298273e74c56f35d7	605782257	released
de92f954-19c4-42be-b03b-2dd339dc7ee0	TCGA-DU-7010-01Z-00-DX1.542F36CC-9685-4780-94EB-B664CECFF09D.svs	f389de9b0c963513953ce7e915e1e191	96684906	released
a6512086-55a3-4fe2-b376-54e95e717f94	TCGA-HT-7608-01Z-00-DX9.3847E9F0-3C6B-413B-9992-4667BDB03E31.svs	bf2b81b8c265b55f866a3f4d1a36da69	2150790797	released
82bd1c22-6567-487c-a49b-29c1fb55c760	TCGA-QH-A6X5-01Z-00-DX1.A5F05E37-81B8-4390-8C0B-4DD1FDBC3853.svs	a6da3378df02fa639bc0f12f75c9ca57	1469363123	released
94f78f96-5cc9-422d-82ab-16ec77f6a448	TCGA-HT-7481-01Z-00-DX2.0294F8D1-3F87-4C2F-B0BF-8F620EA220DE.svs	d00bb1f4b7222a5855b1c5881a7307d0	503946641	released
c3f6b611-4fbb-4e46-bf96-2041fbbbaf51	TCGA-HW-8320-01Z-00-DX1.71FC4C29-1D2A-4227-82B9-9D59A9AF38A0.svs	165fc360711f86d92e87fb55b70b5fd5	2098429525	released
cca1746d-faaf-4d25-a6e3-0765be5ca8ff	TCGA-HT-7602-01Z-00-DX2.7DA69565-ACB1-4EB5-BE8E-D653B4BDDAB7.svs	60da1bbfe56e60e99d8c1e77f29dac4f	1297628045	released
c6ab7809-2703-416c-80ff-dadf39d4d4a7	TCGA-DU-5851-01Z-00-DX1.ebd0a3a5-4127-4ec3-8ef2-2c77515e3266.svs	ab7ceee6098f025d0bcafafa3bc5e870	78780615	released
bd72df2b-4ce0-4238-a232-dadabdc66b64	TCGA-FG-A6J1-01Z-00-DX1.F360DE20-12F7-4727-8A21-C3D3F3EA4AF2.svs	e881b153282f4721d139b0af39f3d957	1946420127	released
6faada71-0e98-471c-b661-81b100244687	TCGA-FG-A60J-01Z-00-DX1.1A313634-0CA2-40B4-998A-58871CF2A5CE.svs	aa6f84fc4846b66419637028fa8c09ad	1630369105	released
e5762967-5f2c-4262-ad4b-6c3b6f481d6d	TCGA-CS-6290-01Z-00-DX1.34c1d579-aeba-4aa2-b0c5-0b04fb16d7a4.svs	a3aa0eb8fb892f3a2bf943101c534880	112896533	released
df542fec-4906-4957-80a7-4fc071387d20	TCGA-CS-6669-01Z-00-DX1.B1D9D967-ED63-48F7-9E9F-12B3E74EB0E8.svs	7d758dc84be98cabe8b285d156df4079	531858919	released
0a2459f0-a040-4ba6-8c73-b46d4f2b6701	TCGA-HT-7609-01Z-00-DX2.2A900746-05ED-4C54-9A2C-3247FC46465F.svs	2c4f65739d8697c967694e6de1630025	1788424909	released
75a6e914-5b03-485d-9309-098a728082f3	TCGA-FG-6689-01Z-00-DX1.378dc7f0-a35e-4157-bcb3-1bb8bf87fee8.svs	db26bb570e01e771cd726cb9a42ec9fb	1041358559	released
c9190552-15be-4e7b-b9b5-ee2fd8c551d4	TCGA-HW-7493-01Z-00-DX1.5cb8de89-ec52-43fc-b977-7135e2b09397.svs	938762757d236c29ce3fe199505d5f69	293201263	released
c0042a92-b19e-4f03-a877-ec68f6b24953	TCGA-DU-8166-01Z-00-DX1.82951397-8c63-4c0f-8696-f081b170e21f.svs	897f6bffa25784dd2da364b005b62285	43960235	released
92e2a2ab-e9da-417c-825a-74a19a9372b0	TCGA-FG-8189-01Z-00-DX1.3B81D484-0399-44AE-8D64-8498D2691139.svs	3d5c1cc786779794d46eaaf8c633ea6a	2307125329	released
5aa026ad-4a69-44b9-beca-0c96d20a0e41	TCGA-KT-A74X-01Z-00-DX3.4DCD7F51-4CA2-4FAA-B2BB-9494D34C21F9.svs	064a2582ba9500258a68ffa42cdb2bf2	2488177427	released
5b520371-1968-4894-bf95-efadbd638b96	TCGA-TQ-A7RP-01Z-00-DX1.21F73573-AC2E-4793-9EDF-AD1DF3875C82.svs	c180240bf00fe0db4613fa6f5c21462a	2574406787	released
